@relation fitness_decision_mining

@attribute region {Africa,Asia,Europe,North_America,Oceania,South_America}
@attribute year numeric
@attribute fitness_participation_rate numeric
@attribute gym_penetration_rate numeric
@attribute urban_population_percentage numeric
@attribute obesity_rate numeric
@attribute gdp_per_capita_usd numeric
@attribute average_membership_cost_usd numeric
@attribute insufficient_physical_activity_pct numeric
@attribute membership_growth_pct numeric
@attribute participation_change numeric
@attribute inactivity_change numeric
@attribute members_per_gym numeric
@attribute revenue_per_member numeric
@attribute decision_priority {Affordable_Access_Action,Balanced_Maintenance,Capacity_Expansion,Health_Risk_Intervention,Premium_Retention}

@data
Europe,2026.000000,0.347200,0.162200,0.666800,0.251100,38674.293000,29.480000,0.408300,0.736743,0.000000,0.000000,1265.954023,353.759942,Affordable_Access_Action
Europe,2000.000000,0.475600,0.049400,0.740000,0.214200,6062.921500,9.260000,0.241500,0.000000,0.000000,0.000000,901.290036,111.120105,Balanced_Maintenance
Europe,2001.000000,0.476100,0.052400,0.739100,0.216200,6669.074900,9.630000,0.240100,5.744238,0.000500,-0.001400,920.310997,115.559911,Balanced_Maintenance
Europe,2002.000000,0.476600,0.057600,0.738400,0.218300,8101.260200,10.520000,0.238800,9.684833,0.000500,-0.001300,958.393148,126.239997,Balanced_Maintenance
Europe,2003.000000,0.477100,0.063400,0.737600,0.220600,9852.456800,11.610000,0.237500,9.966723,0.000500,-0.001300,996.989198,139.319940,Balanced_Maintenance
Europe,2004.000000,0.477500,0.069400,0.737000,0.223200,11782.554700,12.810000,0.236400,9.533023,0.000400,-0.001100,1033.046715,153.720036,Balanced_Maintenance
Europe,2005.000000,0.477900,0.075000,0.736400,0.226000,13442.491600,13.830000,0.235400,8.222153,0.000400,-0.001000,1059.225450,165.959893,Balanced_Maintenance
Europe,2006.000000,0.478100,0.081000,0.735800,0.229200,15259.078800,14.960000,0.234600,8.324541,0.000200,-0.000800,1084.406536,179.520015,Balanced_Maintenance
Europe,2007.000000,0.478300,0.089200,0.735200,0.232800,18452.653300,16.940000,0.233900,10.679737,0.000200,-0.000700,1122.453545,203.279946,Balanced_Maintenance
Europe,2008.000000,0.478500,0.098600,0.734700,0.236700,22774.704500,19.620000,0.233300,11.473294,0.000200,-0.000600,1163.080682,235.440012,Balanced_Maintenance
Europe,2009.000000,0.478500,0.099100,0.734100,0.240900,19817.421600,17.790000,0.232800,1.077272,0.000000,-0.000500,1135.605928,213.480101,Balanced_Maintenance
Europe,2010.000000,0.478500,0.103800,0.733500,0.245300,20160.435500,18.000000,0.232400,5.130894,0.000000,-0.000400,1140.060797,215.999932,Premium_Retention
Europe,2011.000000,0.478500,0.110900,0.732900,0.250100,22049.108100,19.170000,0.232100,7.010917,0.000000,-0.000300,1156.928429,230.040028,Premium_Retention
Europe,2012.000000,0.478300,0.112400,0.732200,0.255000,20014.035400,17.910000,0.231900,1.465456,-0.000200,-0.000200,1137.693642,214.919998,Premium_Retention
Europe,2013.000000,0.478200,0.117000,0.731600,0.260300,20260.495500,18.060000,0.231700,4.194928,-0.000100,-0.000200,1140.375348,216.719942,Premium_Retention
Europe,2014.000000,0.477900,0.120800,0.731000,0.265900,20038.416300,17.920000,0.231700,3.341338,-0.000300,0.000000,1138.387645,215.040068,Premium_Retention
Europe,2015.000000,0.477600,0.121000,0.730400,0.271800,17931.598800,16.620000,0.231700,0.314412,-0.000300,0.000000,1115.990376,199.440055,Premium_Retention
Europe,2016.000000,0.477300,0.126100,0.729700,0.277700,18753.968700,17.130000,0.231800,4.448418,-0.000300,0.000100,1125.270270,205.560073,Premium_Retention
Europe,2017.000000,0.476900,0.133400,0.729100,0.283700,20913.197600,18.470000,0.232000,6.059805,-0.000400,0.000200,1146.961039,221.640036,Premium_Retention
Europe,2018.000000,0.476500,0.072000,0.728500,0.289600,23705.933000,20.200000,0.232200,-45.836895,-0.000400,0.000200,1172.059724,242.399941,Balanced_Maintenance
Europe,2019.000000,0.476100,0.144700,0.727900,0.295600,24062.719000,20.420000,0.232500,101.786361,-0.000400,0.000300,1174.434981,245.040076,Premium_Retention
Europe,2020.000000,0.475700,0.114100,0.727300,0.301600,23472.891500,20.050000,0.232800,-20.932256,-0.000400,0.000300,1169.643678,240.599916,Premium_Retention
Europe,2021.000000,0.475200,0.139800,0.726800,0.307500,27696.462000,22.670000,0.233200,20.247595,-0.000500,0.000400,1202.582310,272.040037,Premium_Retention
Europe,2022.000000,0.475000,0.152000,0.727000,0.313000,28282.223700,23.030000,0.233700,10.457022,-0.000200,0.000500,1206.770089,276.359984,Premium_Retention
Europe,2023.000000,0.475200,0.082800,0.727400,0.313000,31761.594400,25.190000,0.233700,-44.509492,0.000200,0.000000,750.000000,302.280000,Balanced_Maintenance
Europe,2024.000000,0.475400,0.166900,0.727900,0.313000,31823.307800,25.230000,0.233700,102.280444,0.000200,0.000000,1230.083784,302.759939,Premium_Retention
Europe,2025.000000,0.475400,0.168400,0.727900,0.313000,31823.307800,25.230000,0.233700,0.868102,0.000000,0.000000,1229.958473,302.760006,Premium_Retention
Europe,2026.000000,0.475400,0.169600,0.727900,0.313000,31823.307800,25.230000,0.233700,0.736905,0.000000,0.000000,1229.960106,302.759955,Premium_Retention
Africa,2000.000000,0.342600,0.005200,0.430800,0.038800,936.636500,5.000000,0.250200,0.000000,0.000000,0.000000,475.371134,59.999957,Balanced_Maintenance
Africa,2001.000000,0.345300,0.005400,0.434700,0.041900,924.727300,5.000000,0.247900,5.550736,0.002700,-0.002300,472.529126,59.999743,Balanced_Maintenance
Africa,2002.000000,0.348000,0.005800,0.438600,0.045000,967.815900,5.000000,0.245500,10.269054,0.002700,-0.002400,481.331839,60.000205,Balanced_Maintenance
Africa,2003.000000,0.350800,0.006600,0.442600,0.048200,1111.171400,5.000000,0.243000,17.528904,0.002800,-0.002500,504.608000,60.000095,Capacity_Expansion
Africa,2004.000000,0.353700,0.007300,0.446700,0.051300,1199.825200,5.000000,0.240500,12.647441,0.002900,-0.002500,518.638686,60.000007,Capacity_Expansion
Africa,2005.000000,0.356600,0.007600,0.450800,0.054400,1197.746200,5.000000,0.237900,7.246652,0.002900,-0.002600,518.384354,60.000105,Balanced_Maintenance
Africa,2006.000000,0.359700,0.008100,0.455000,0.057500,1230.430600,5.000000,0.235100,9.411765,0.003100,-0.002800,522.724138,60.000060,Balanced_Maintenance
Africa,2007.000000,0.362800,0.009100,0.459300,0.060400,1367.538200,5.000000,0.232300,14.929625,0.003100,-0.002800,541.367232,60.000146,Capacity_Expansion
Africa,2008.000000,0.366100,0.010500,0.463600,0.063200,1583.970700,5.000000,0.229300,17.403623,0.003300,-0.003000,568.174242,59.999991,Capacity_Expansion
Africa,2009.000000,0.369400,0.010800,0.468000,0.065800,1540.453900,5.000000,0.226200,5.947635,0.003300,-0.003100,563.543735,59.999929,Balanced_Maintenance
Africa,2010.000000,0.372800,0.011500,0.472400,0.068300,1553.548900,5.000000,0.223000,8.117745,0.003400,-0.003200,563.960613,59.999907,Balanced_Maintenance
Africa,2011.000000,0.376200,0.012200,0.476800,0.070700,1596.628300,5.000000,0.219800,9.116905,0.003400,-0.003200,569.285425,59.999954,Balanced_Maintenance
Africa,2012.000000,0.379700,0.012600,0.481200,0.073100,1546.946000,5.000000,0.216700,5.273676,0.003500,-0.003100,563.920000,59.999932,Balanced_Maintenance
Africa,2013.000000,0.383000,0.014300,0.485700,0.075600,1786.158600,5.000000,0.213700,15.617548,0.003300,-0.003000,589.148021,59.999947,Capacity_Expansion
Africa,2014.000000,0.386300,0.015800,0.490200,0.078200,1991.365400,5.000000,0.210900,13.262829,0.003300,-0.002800,608.623234,59.999964,Capacity_Expansion
Africa,2015.000000,0.389500,0.015700,0.494700,0.081000,1814.718600,5.000000,0.208400,2.043627,0.003200,-0.002500,592.239521,60.000058,Balanced_Maintenance
Africa,2016.000000,0.392700,0.016500,0.499300,0.083900,1862.596000,5.000000,0.206100,8.307551,0.003200,-0.002300,596.771588,60.000061,Balanced_Maintenance
Africa,2017.000000,0.395800,0.017500,0.504000,0.087100,1964.299300,5.000000,0.204000,9.388026,0.003100,-0.002100,606.349288,60.000026,Balanced_Maintenance
Africa,2018.000000,0.398800,0.018800,0.508700,0.090400,2130.866200,5.000000,0.202200,10.404346,0.003000,-0.001800,620.472422,60.000006,Capacity_Expansion
Africa,2019.000000,0.401700,0.019400,0.513500,0.094000,2141.768400,5.000000,0.200500,5.823481,0.002900,-0.001700,621.576617,60.000002,Balanced_Maintenance
Africa,2020.000000,0.404500,0.015700,0.518400,0.097800,2179.729300,5.000000,0.199100,-17.248986,0.002800,-0.001400,625.037241,59.999934,Balanced_Maintenance
Africa,2021.000000,0.407300,0.019600,0.523200,0.101700,2455.981300,5.000000,0.197900,28.134048,0.002800,-0.001200,645.875417,59.999969,Capacity_Expansion
Africa,2022.000000,0.410200,0.020800,0.528500,0.105900,2333.371300,5.000000,0.196800,8.981954,0.002900,-0.001100,636.614688,60.000027,Balanced_Maintenance
Africa,2023.000000,0.412600,0.023200,0.534100,0.105900,2591.965900,5.000000,0.196800,14.307793,0.002400,0.000000,655.193841,59.999960,Capacity_Expansion
Africa,2024.000000,0.415100,0.024200,0.539700,0.105900,2727.893500,5.000000,0.196800,6.654187,0.002500,0.000000,664.484065,60.000009,Balanced_Maintenance
Africa,2025.000000,0.415100,0.024400,0.539700,0.105900,2727.893500,5.000000,0.196800,0.868088,0.000000,0.000000,664.528608,60.000031,Balanced_Maintenance
Africa,2026.000000,0.415100,0.024500,0.539700,0.105900,2727.893500,5.000000,0.196800,0.736992,0.000000,0.000000,664.320339,59.999968,Balanced_Maintenance
Europe,2000.000000,0.505800,0.095000,0.851000,0.115700,30722.025200,24.550000,0.264900,0.000000,0.000000,0.000000,1222.621687,294.600219,Balanced_Maintenance
Europe,2001.000000,0.511100,0.098000,0.851900,0.119000,30768.477500,24.580000,0.257700,3.482936,0.005300,-0.007200,1223.916084,294.959730,Balanced_Maintenance
Europe,2002.000000,0.516500,0.103300,0.853000,0.122100,33257.162300,26.120000,0.250600,5.720108,0.005400,-0.007100,1239.049107,313.439796,Premium_Retention
Europe,2003.000000,0.521900,0.112300,0.854200,0.125000,40519.097500,30.620000,0.243400,9.019193,0.005400,-0.007200,1276.706751,367.440101,Premium_Retention
Europe,2004.000000,0.528100,0.120700,0.857100,0.127600,46625.050100,34.410000,0.236300,7.819433,0.006200,-0.007100,1304.958000,412.919918,Premium_Retention
Europe,2005.000000,0.534300,0.127300,0.860100,0.129900,48925.807700,35.830000,0.229100,5.769228,0.006200,-0.007200,1314.518095,429.960095,Premium_Retention
Europe,2006.000000,0.540300,0.135000,0.862500,0.132000,52119.178800,37.810000,0.221800,6.358006,0.006000,-0.007300,1327.305606,453.719779,Premium_Retention
Europe,2007.000000,0.546100,0.145000,0.864300,0.133700,58631.656600,41.850000,0.214600,7.884877,0.005800,-0.007200,1351.322526,502.199915,Premium_Retention
Europe,2008.000000,0.551800,0.155100,0.865800,0.135100,64616.665800,45.560000,0.207400,7.584783,0.005700,-0.007200,1369.673633,546.720209,Premium_Retention
Europe,2009.000000,0.557700,0.158800,0.867600,0.136000,58412.747200,41.720000,0.200100,2.955148,0.005900,-0.007300,1351.483821,500.640183,Premium_Retention
Europe,2010.000000,0.563100,0.166000,0.868700,0.136700,58104.544600,41.520000,0.192900,4.968117,0.005400,-0.007200,1349.983871,498.240026,Premium_Retention
Europe,2011.000000,0.569400,0.176000,0.871600,0.137200,61809.737900,43.820000,0.185800,6.492095,0.006300,-0.007100,1361.751389,525.840249,Premium_Retention
Europe,2012.000000,0.574700,0.181400,0.872300,0.137400,58443.774700,41.740000,0.178800,3.425429,0.005300,-0.007000,1350.260985,500.879780,Premium_Retention
Europe,2013.000000,0.580800,0.191100,0.875400,0.137600,61377.594100,43.550000,0.172000,5.788593,0.006100,-0.006800,1359.626109,522.599759,Premium_Retention
Europe,2014.000000,0.586100,0.199200,0.876800,0.137900,62520.451000,44.260000,0.165500,4.800861,0.005300,-0.006500,1364.376214,531.119809,Premium_Retention
Europe,2015.000000,0.590700,0.198900,0.877300,0.138300,53094.013400,38.420000,0.159100,0.547656,0.004600,-0.006400,1331.452297,461.040031,Premium_Retention
Europe,2016.000000,0.594800,0.206400,0.877000,0.138800,54500.926000,39.290000,0.153100,4.571113,0.004100,-0.006000,1337.188914,471.480128,Premium_Retention
Europe,2017.000000,0.600400,0.215200,0.880200,0.139400,57521.551500,41.160000,0.147300,4.945202,0.005600,-0.005800,1346.939197,493.919862,Premium_Retention
Europe,2018.000000,0.604700,0.165000,0.881100,0.140000,61324.766500,43.520000,0.141700,-22.940257,0.004300,-0.005600,1359.815078,522.239968,Premium_Retention
Europe,2019.000000,0.609000,0.227500,0.882100,0.140600,59404.266300,42.330000,0.136300,38.383179,0.004300,-0.005400,1354.016377,507.960088,Premium_Retention
Europe,2020.000000,0.612800,0.182100,0.882400,0.141400,60985.488600,43.310000,0.131100,-19.742243,0.003800,-0.005200,1359.422535,519.720155,Premium_Retention
Europe,2021.000000,0.616400,0.219800,0.882600,0.142200,69340.733500,48.490000,0.126100,21.227003,0.003600,-0.005000,1383.954839,581.880009,Premium_Retention
Europe,2022.000000,0.620400,0.237000,0.883900,0.143000,67781.094100,47.520000,0.121400,8.683312,0.004000,-0.004700,1379.525641,570.239940,Premium_Retention
Europe,2023.000000,0.621200,0.168200,0.885500,0.143000,68043.546700,47.690000,0.121400,-28.512145,0.000800,0.000000,666.666667,572.280000,Premium_Retention
Europe,2024.000000,0.621900,0.255300,0.887000,0.143000,71026.483200,49.540000,0.121400,52.578700,0.000700,0.000000,1389.605647,594.479877,Premium_Retention
Europe,2025.000000,0.621900,0.257500,0.887000,0.143000,71026.483200,49.540000,0.121400,0.868077,0.000000,0.000000,1389.018051,594.480158,Premium_Retention
Europe,2026.000000,0.621900,0.259400,0.887000,0.143000,71026.483200,49.540000,0.121400,0.736892,0.000000,0.000000,1389.223118,594.480137,Premium_Retention
North_America,2000.000000,0.404100,0.034400,0.613100,0.132800,2831.458800,7.840000,0.274900,0.000000,0.000000,0.000000,908.024615,94.079977,Balanced_Maintenance
North_America,2001.000000,0.405800,0.036200,0.623000,0.139800,2935.893700,7.910000,0.278800,7.004554,0.001700,0.003900,915.301449,94.920036,Balanced_Maintenance
North_America,2002.000000,0.407400,0.038400,0.632900,0.146900,3065.603300,7.990000,0.282800,7.533117,0.001600,0.004000,927.778689,95.879965,Balanced_Maintenance
North_America,2003.000000,0.409500,0.035900,0.644300,0.154000,2383.261700,7.540000,0.287000,-5.158040,0.002100,0.004200,865.731183,90.480078,Balanced_Maintenance
North_America,2004.000000,0.412900,0.038200,0.658900,0.161000,2451.691600,7.580000,0.291100,7.965173,0.003400,0.004100,873.628141,90.960107,Balanced_Maintenance
North_America,2005.000000,0.417000,0.048900,0.675800,0.168000,3878.312100,8.540000,0.295300,29.640441,0.004100,0.004200,984.203057,102.479915,Capacity_Expansion
North_America,2006.000000,0.421300,0.052600,0.693300,0.175000,4055.142700,8.660000,0.299400,8.929708,0.004300,0.004100,993.961538,103.920092,Balanced_Maintenance
North_America,2007.000000,0.425200,0.058600,0.710200,0.182000,4649.645600,9.050000,0.303600,12.764528,0.003900,0.004200,1027.259740,108.599988,Balanced_Maintenance
North_America,2008.000000,0.428300,0.063600,0.724900,0.188900,5023.585100,9.300000,0.307800,9.991638,0.003100,0.004200,1046.419244,111.600071,Balanced_Maintenance
North_America,2009.000000,0.429800,0.066700,0.735900,0.195700,4973.951900,9.270000,0.312000,6.207883,0.001500,0.004200,1043.262903,111.239978,Balanced_Maintenance
North_America,2010.000000,0.429300,0.072300,0.741600,0.202600,5478.624700,9.610000,0.316200,9.791705,-0.000500,0.004200,1066.303303,115.319933,Balanced_Maintenance
North_America,2011.000000,0.427000,0.077000,0.742400,0.209400,5826.510100,9.840000,0.320500,7.771792,-0.002300,0.004300,1081.002825,118.080061,Balanced_Maintenance
North_America,2012.000000,0.424300,0.080800,0.742400,0.216300,6013.819700,9.970000,0.324700,6.351604,-0.002700,0.004200,1088.184492,119.639986,Balanced_Maintenance
North_America,2013.000000,0.421500,0.084400,0.742300,0.223200,6136.594300,10.050000,0.329000,5.656284,-0.002800,0.004300,1094.150127,120.599994,Balanced_Maintenance
North_America,2014.000000,0.418700,0.088900,0.741900,0.230200,6496.451700,10.290000,0.333400,6.683938,-0.002800,0.004400,1106.735826,123.480061,Balanced_Maintenance
North_America,2015.000000,0.415700,0.093100,0.741400,0.237400,6800.953100,10.490000,0.337800,5.899394,-0.003000,0.004400,1118.078251,125.880021,Balanced_Maintenance
North_America,2016.000000,0.412600,0.097300,0.740500,0.244700,7160.442000,10.730000,0.342300,5.712374,-0.003100,0.004500,1131.180617,128.760015,Balanced_Maintenance
North_America,2017.000000,0.409300,0.100800,0.739300,0.252200,7412.715700,10.900000,0.346900,4.731130,-0.003300,0.004600,1139.519068,130.800053,Balanced_Maintenance
North_America,2018.000000,0.405800,0.105100,0.737600,0.259700,7882.982200,11.220000,0.351400,5.312139,-0.003500,0.004500,1153.614053,134.640039,Health_Risk_Intervention
North_America,2019.000000,0.402100,0.108200,0.735400,0.267400,8183.016200,11.420000,0.356100,4.078743,-0.003700,0.004700,1162.776134,137.039952,Health_Risk_Intervention
North_America,2020.000000,0.398200,0.081800,0.732600,0.275200,7135.222700,10.720000,0.360800,-23.668446,-0.003900,0.004700,1129.223338,128.639978,Health_Risk_Intervention
North_America,2021.000000,0.394100,0.101300,0.729200,0.283200,8527.075500,11.650000,0.365500,25.176252,-0.004100,0.004700,1172.294485,139.799975,Health_Risk_Intervention
North_America,2022.000000,0.389400,0.115100,0.724200,0.291200,10104.244900,12.710000,0.370200,14.709718,-0.004700,0.004700,1213.418779,152.520002,Health_Risk_Intervention
North_America,2023.000000,0.389200,0.123200,0.723600,0.291200,10630.431700,13.060000,0.370200,8.038592,-0.000200,0.000000,1225.788411,156.720018,Health_Risk_Intervention
North_America,2024.000000,0.389400,0.125400,0.724100,0.291200,10875.661800,13.220000,0.370200,2.662063,0.000200,0.000000,1231.391753,158.640039,Health_Risk_Intervention
North_America,2025.000000,0.389400,0.126500,0.724100,0.291200,10875.661800,13.220000,0.370200,0.868182,0.000000,0.000000,1231.502555,158.639948,Health_Risk_Intervention
North_America,2026.000000,0.389400,0.127400,0.724100,0.291200,10875.661800,13.220000,0.370200,0.736832,0.000000,0.000000,1231.138631,158.640037,Health_Risk_Intervention
South_America,2000.000000,0.432700,0.016500,0.606900,0.124100,1382.234200,5.210000,0.218600,0.000000,0.000000,0.000000,640.122324,62.519912,Balanced_Maintenance
South_America,2001.000000,0.434500,0.019400,0.610100,0.129000,1791.303600,5.420000,0.218000,19.927862,0.001800,-0.000600,693.461326,65.040122,Capacity_Expansion
South_America,2002.000000,0.436000,0.021500,0.612900,0.133800,2059.158600,5.560000,0.217300,12.593563,0.001500,-0.000700,722.882353,66.719944,Capacity_Expansion
South_America,2003.000000,0.437400,0.023600,0.615400,0.138800,2315.622200,5.690000,0.216800,11.473676,0.001400,-0.000500,746.627962,68.280033,Capacity_Expansion
South_America,2004.000000,0.438700,0.025700,0.617800,0.143900,2586.209100,5.820000,0.216300,11.194724,0.001300,-0.000500,769.997802,69.839954,Capacity_Expansion
South_America,2005.000000,0.439900,0.028200,0.620100,0.149200,2909.026100,5.990000,0.215900,11.577313,0.001200,-0.000400,794.532520,71.879970,Capacity_Expansion
South_America,2006.000000,0.440900,0.030900,0.622100,0.154600,3243.670100,6.160000,0.215700,11.169579,0.001000,-0.000200,818.404896,73.919977,Capacity_Expansion
South_America,2007.000000,0.441800,0.033200,0.623900,0.160300,3478.924900,6.280000,0.215500,9.398651,0.000900,-0.000200,832.604203,75.359991,Balanced_Maintenance
South_America,2008.000000,0.442400,0.037400,0.625400,0.166200,4194.757500,6.640000,0.215600,14.584249,0.000600,0.000100,871.604800,79.679971,Capacity_Expansion
South_America,2009.000000,0.442800,0.038500,0.626600,0.172300,4053.363300,6.570000,0.215700,4.898000,0.000400,0.000100,864.500756,78.839985,Balanced_Maintenance
South_America,2010.000000,0.443000,0.042000,0.627400,0.178700,4520.309600,6.810000,0.216000,10.787054,0.000200,0.000300,886.661064,81.719966,Capacity_Expansion
South_America,2011.000000,0.443100,0.046000,0.627900,0.185300,5153.691600,7.130000,0.216400,11.390576,0.000100,0.000400,914.639429,85.559989,Capacity_Expansion
South_America,2012.000000,0.443000,0.049500,0.628400,0.192100,5634.083900,7.370000,0.216900,9.296683,-0.000100,0.000500,933.106538,88.440050,Balanced_Maintenance
South_America,2013.000000,0.442800,0.052900,0.628800,0.199100,6109.290300,7.620000,0.217400,8.565597,-0.000200,0.000500,949.790011,91.439993,Balanced_Maintenance
South_America,2014.000000,0.442600,0.055800,0.629200,0.206200,6405.799800,7.770000,0.218100,6.880904,-0.000200,0.000700,959.594421,93.240029,Balanced_Maintenance
South_America,2015.000000,0.442300,0.056200,0.629600,0.213400,5976.159700,7.550000,0.218900,2.215148,-0.000300,0.000800,945.349535,90.600032,Balanced_Maintenance
South_America,2016.000000,0.441900,0.057700,0.629900,0.220900,5917.637700,7.520000,0.219800,4.129943,-0.000400,0.000900,943.416254,90.239968,Balanced_Maintenance
South_America,2017.000000,0.441500,0.060300,0.630200,0.228500,6233.322400,7.680000,0.220800,6.222877,-0.000400,0.001000,953.908491,92.160018,Balanced_Maintenance
South_America,2018.000000,0.441000,0.062000,0.630400,0.236200,6303.918900,7.710000,0.221900,4.560483,-0.000500,0.001100,956.792760,92.520021,Balanced_Maintenance
South_America,2019.000000,0.440300,0.062900,0.630600,0.244000,6205.057700,7.660000,0.223200,3.231100,-0.000700,0.001300,953.202620,91.920023,Balanced_Maintenance
South_America,2020.000000,0.439600,0.047700,0.630800,0.252300,5463.645200,7.290000,0.224600,-23.278362,-0.000700,0.001400,926.275442,87.480004,Balanced_Maintenance
South_America,2021.000000,0.438800,0.058100,0.630900,0.260900,6061.323500,7.590000,0.226200,22.623075,-0.000800,0.001600,948.096030,91.079994,Balanced_Maintenance
South_America,2022.000000,0.437800,0.064400,0.630900,0.269800,6515.585300,7.820000,0.227800,11.785685,-0.001000,0.001600,963.729639,93.839969,Balanced_Maintenance
South_America,2023.000000,0.438000,0.068700,0.631300,0.269800,6737.847500,7.940000,0.227800,7.637990,0.000200,0.000000,970.519246,95.280009,Balanced_Maintenance
South_America,2024.000000,0.438500,0.070000,0.632400,0.269800,6874.705700,8.010000,0.227800,2.710060,0.000500,0.000000,974.618280,96.120035,Balanced_Maintenance
South_America,2025.000000,0.438500,0.070600,0.632400,0.269800,6874.705700,8.010000,0.227800,0.868196,0.000000,0.000000,974.843869,96.119967,Balanced_Maintenance
South_America,2026.000000,0.438500,0.071100,0.632400,0.269800,6874.705700,8.010000,0.227800,0.736892,0.000000,0.000000,974.604686,96.119963,Balanced_Maintenance
Africa,2000.000000,0.315700,0.006400,0.427300,0.256100,1366.092700,5.000000,0.306300,0.000000,0.000000,0.000000,541.929152,59.999961,Balanced_Maintenance
Africa,2001.000000,0.315200,0.006300,0.427800,0.264500,1295.137400,5.000000,0.307800,1.386409,-0.000500,0.001500,532.137233,59.999960,Balanced_Maintenance
Africa,2002.000000,0.314700,0.005900,0.428300,0.272800,1116.828800,5.000000,0.309300,-4.742639,-0.000500,0.001500,505.762065,59.999940,Balanced_Maintenance
Africa,2003.000000,0.314200,0.005800,0.428800,0.280800,1031.275600,5.000000,0.310700,-0.211924,-0.000500,0.001400,491.990153,60.000020,Balanced_Maintenance
Africa,2004.000000,0.313800,0.005800,0.429300,0.288600,991.255700,5.000000,0.312100,2.813563,-0.000400,0.001400,484.623690,59.999985,Balanced_Maintenance
Africa,2005.000000,0.313300,0.006500,0.429600,0.296400,1105.539200,5.000000,0.313400,14.533959,-0.000500,0.001300,504.310476,60.000025,Capacity_Expansion
Africa,2006.000000,0.312700,0.007600,0.429700,0.304000,1298.979000,5.000000,0.314700,18.303728,-0.000600,0.001300,532.694728,59.999990,Capacity_Expansion
Africa,2007.000000,0.312200,0.008800,0.429700,0.311600,1547.741700,5.000000,0.316000,18.657704,-0.000500,0.001300,563.983308,59.999978,Capacity_Expansion
Africa,2008.000000,0.311500,0.010400,0.429600,0.319300,1896.215900,5.000000,0.317300,19.855784,-0.000700,0.001300,599.948822,60.000033,Capacity_Expansion
Africa,2009.000000,0.310800,0.011600,0.429400,0.327200,2161.639600,5.000000,0.318700,14.388882,-0.000700,0.001400,623.313761,59.999987,Capacity_Expansion
Africa,2010.000000,0.310000,0.013000,0.429100,0.335200,2455.081900,5.000000,0.320100,13.798402,-0.000800,0.001400,645.734967,59.999999,Capacity_Expansion
Africa,2011.000000,0.309200,0.013900,0.428600,0.343200,2590.643800,5.000000,0.321500,9.354510,-0.000800,0.001400,655.414987,60.000023,Balanced_Maintenance
Africa,2012.000000,0.308400,0.015600,0.428100,0.351300,2996.067700,5.000000,0.322900,14.466642,-0.000800,0.001400,681.228531,59.999994,Capacity_Expansion
Africa,2013.000000,0.307500,0.016200,0.427500,0.359400,3025.525600,5.000000,0.324400,6.615701,-0.000900,0.001500,682.725187,59.999986,Balanced_Maintenance
Africa,2014.000000,0.306500,0.017100,0.426800,0.367700,3133.391000,5.000000,0.325900,7.642508,-0.001000,0.001500,689.009098,59.999999,Balanced_Maintenance
Africa,2015.000000,0.305500,0.018100,0.426100,0.376100,3306.981600,5.000000,0.327500,8.119331,-0.001000,0.001600,698.717611,59.999984,Balanced_Maintenance
Africa,2016.000000,0.304500,0.018500,0.425200,0.384500,3270.628800,5.000000,0.329100,4.340824,-0.001000,0.001600,696.621572,60.000015,Balanced_Maintenance
Africa,2017.000000,0.303500,0.016200,0.424500,0.392600,2395.103300,5.000000,0.330600,-10.887663,-0.001000,0.001500,641.460360,59.999999,Balanced_Maintenance
Africa,2018.000000,0.302900,0.016900,0.424600,0.400400,2484.703200,5.000000,0.332100,6.344258,-0.000600,0.001500,647.911968,60.000002,Balanced_Maintenance
Africa,2019.000000,0.302400,0.018800,0.424800,0.408000,2962.988900,5.000000,0.333500,13.788424,-0.000500,0.001400,679.188003,60.000015,Capacity_Expansion
Africa,2020.000000,0.301800,0.016300,0.425200,0.415400,3511.113800,5.000000,0.334900,-12.245639,-0.000600,0.001400,709.136762,60.000003,Balanced_Maintenance
Africa,2021.000000,0.301300,0.019900,0.425700,0.422700,3827.354200,5.120000,0.336400,23.945314,-0.000500,0.001500,724.650230,61.440005,Capacity_Expansion
Africa,2022.000000,0.300900,0.022500,0.426300,0.429900,4233.307800,5.280000,0.338000,14.998598,-0.000400,0.001600,742.534564,63.360001,Capacity_Expansion
Africa,2023.000000,0.301100,0.021600,0.427100,0.429900,3456.789700,5.000000,0.338000,-2.449613,0.000200,0.000000,706.547143,59.999996,Balanced_Maintenance
Africa,2024.000000,0.301500,0.021500,0.428000,0.429900,3338.473700,5.000000,0.338000,1.172584,0.000400,0.000000,700.227260,60.000001,Balanced_Maintenance
Africa,2025.000000,0.301500,0.021700,0.428000,0.429900,3338.473700,5.000000,0.338000,0.868136,0.000000,0.000000,700.230855,59.999994,Balanced_Maintenance
Africa,2026.000000,0.301500,0.021800,0.428000,0.429900,3338.473700,5.000000,0.338000,0.736874,0.000000,0.000000,700.338292,60.000003,Balanced_Maintenance
North_America,2000.000000,0.370100,0.027000,0.565600,0.167800,1982.870900,7.270000,0.303100,0.000000,0.000000,0.000000,823.774359,87.239909,Balanced_Maintenance
North_America,2001.000000,0.371600,0.028600,0.574500,0.174300,2058.044600,7.320000,0.306700,6.103240,0.001500,0.003600,831.414634,87.840032,Balanced_Maintenance
North_America,2002.000000,0.373000,0.030100,0.583500,0.180700,2115.411900,7.360000,0.310400,5.760385,0.001400,0.003700,838.409302,88.319758,Balanced_Maintenance
